label,model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise,Mh_to_d,f_hat,f_floor_hit,n_kernel_positive,p_kernel_positive,sum_kernel_weights,kernel_weight_ess,min_g1_hat,median_g1_hat,max_g1_hat,min_D_hat,q01_D_hat,median_D_hat,max_D_hat,n_D_floor_grid,p_D_floor_grid
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,7,2904491693,1.2,0.8207761687403914,0.9262423330561448,1200.0,0.3442764058240028,0,756,0.756,344.27640582400284,667.6598725896138,0.0051805119559544,0.1607472695080429,0.3300508419786011,0.0150475370031681,0.0172882070760694,0.4669134067532307,0.9586798177140434,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.081,0.5530562262253538,0.3989560752593024,81.0,0.445473731637114,0,74,0.074,445.4737316371141,60.07005141886798,0.0024524196758481,0.1874222810411376,0.4469034541934603,0.0055051948110059,0.0065499757000867,0.4207257751256434,1.0032094430149496,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.106066017178,0.5129397357600669,0.3629672000064225,106.066017178,0.4444098924037991,0,97,0.097,444.4098924037991,78.39599368534039,0.0026780117276194,0.1867924419058161,0.4414219370085342,0.0060259948605871,0.0071639246924237,0.4203156705073816,0.9932765776677402,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.15,0.4265904799211224,0.3079245159926552,150.0,0.4400078813940407,0,126,0.126,440.0078813940408,109.04615209652508,0.0027617271067879,0.1841256511386457,0.4352555081179602,0.0062765400884143,0.0074615254461733,0.4184598933893993,0.9891993451094014,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.212132034356,0.3576500433740022,0.2565847327295983,212.132034356,0.4141885727548533,0,171,0.171,414.1885727548533,142.00679031061074,0.0027529840727096,0.1712673945010021,0.4069279822630788,0.0066466924821199,0.0078957317332104,0.4135010132265782,0.9824703263938868,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.3,0.3089064912383361,0.2580309359829317,300.0,0.3976251689424403,0,236,0.236,397.6251689424403,194.4836224732732,0.0027838342980563,0.1656478688119435,0.390814818785087,0.0070011521289271,0.0082925976824138,0.416593017118397,0.9828724369348482,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.424264068712,0.3897905437928539,0.3565232967480226,424.264068712,0.4013554963209895,0,342,0.342,401.3554963209896,284.07935120948173,0.003048676650771,0.1709172818003297,0.3930994974332424,0.0075959509181178,0.0089548941848109,0.4258501088611884,0.979429710161128,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.6,0.4966284379167098,0.4761970212630096,600.0,0.4000326634936718,0,477,0.477,400.0326634936718,399.6219044381209,0.0033610526419871,0.1744841429297348,0.3899470806347495,0.0084019455127325,0.0098594556387024,0.4361747398472002,0.974788101624402,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,0.848528137424,0.5941744608926554,0.653582214454253,848.528137424,0.3835819646055071,0,612,0.612,383.5819646055072,529.9911243920867,0.0039760986170473,0.1734352315751659,0.3697572974873936,0.0103657079423339,0.0120859571539795,0.4521464708423778,0.9639590272907343,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,8,4245388044,1.2,0.9050192982041144,1.074284426128393,1200.0,0.3542718714933776,0,767,0.767,354.2718714933776,676.8239313921673,0.0054521541974558,0.175086857899296,0.3346925921461082,0.0153897462264591,0.0177195823184241,0.4942160865361532,0.944733745683122,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.081,0.4159128605486324,0.3654969593228505,81.0,0.3440513698952797,0,55,0.055,344.05136989527966,46.277652567807806,0.0019530711962755,0.138248851551317,0.3601269237450555,0.0056766848417722,0.0066293573745811,0.4018261912266079,1.0467242838029358,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.106066017178,0.3979379631997592,0.3231488339315546,106.066017178,0.3508086973335294,0,75,0.075,350.8086973335294,62.45160098287367,0.0020575610418858,0.1393464929141047,0.3651943247901248,0.0058651939291277,0.0068542680093384,0.3972150461869019,1.0410070433428231,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.15,0.2987944222111691,0.2682504765735533,150.0,0.3519952861231611,0,104,0.104,351.9952861231611,88.16640811713732,0.0019601237250228,0.1386882783752803,0.3653542853584074,0.0055686078828256,0.0065334090722764,0.394006067248168,1.0379522106173094,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.212132034356,0.1671118242876144,0.2157939858406599,212.132034356,0.3562340151821163,0,161,0.161,356.2340151821163,127.42363404348345,0.0018646396957067,0.139014941416885,0.3679799542004188,0.005234311200612,0.0061739593184375,0.3902348891242654,1.032972536360116,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.3,0.151690373148515,0.1894116628833276,300.0,0.3633877606497033,0,217,0.217,363.38776064970335,182.8081596393287,0.0019827420323665,0.1417222149459737,0.3737905677335352,0.0054562708133635,0.006444851380294,0.3900027196639414,1.0286272907629928,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.424264068712,0.1218109201580777,0.1444257987246971,424.264068712,0.3604771311769351,0,303,0.303,360.47713117693513,254.312988315486,0.0021280283517517,0.1436503399296954,0.3668561285146464,0.0059033657552807,0.0069740655928199,0.3985005635744109,1.0176959834230934,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.6,0.2798487387793136,0.2707811168903187,600.0,0.3576317467440031,0,425,0.425,357.6317467440031,355.93735102410113,0.002662785784169,0.1479419283180313,0.3588186503136257,0.0074456079708021,0.0087404535422772,0.4136711286538269,1.0033187869377609,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,0.848528137424,0.4170757522125825,0.5200329893008754,848.528137424,0.347503093795839,0,569,0.569,347.50309379583905,482.79354456984026,0.0034125426637709,0.1522434488589337,0.3411707923710284,0.0098201792291836,0.0114640199414895,0.4381067437298214,0.9817777120898644,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,9,1679802727,1.2,0.8276774291303028,0.9944844041397328,1200.0,0.3300145418463065,0,742,0.742,330.01454184630654,641.2771649782215,0.0051809825204595,0.1579850646308881,0.3151562299689024,0.0156992552251603,0.0180312980668183,0.4787215246547061,0.9549767964942472,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.081,0.2608852430335076,0.2865556323985554,81.0,0.4300938322652538,0,73,0.073,430.09383226525375,60.983851310579375,0.0037487038460251,0.1754133392168849,0.4230955204470488,0.0087160139597472,0.0102650229207747,0.407848999584587,0.9837284069354222,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.106066017178,0.1924539913340139,0.2168712946341961,106.066017178,0.4359857915428741,0,90,0.09,435.98579154287415,78.34412078053525,0.0033970037170439,0.1768959407415347,0.4323628514342759,0.007791546841521,0.0092012675315146,0.4057378569965143,0.9916902335377094,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.15,0.1787104727298807,0.1466244054143253,150.0,0.4237209299878286,0,127,0.127,423.72092998782864,105.03416852613653,0.0029437322135575,0.1692951682468308,0.4222805350385367,0.0069473372807948,0.0082305536000455,0.3995440306705969,0.9966006046731436,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.212132034356,0.3108503408739751,0.2090215780531045,212.132034356,0.4200023082834137,0,180,0.18,420.00230828341375,147.64346638343662,0.0027638185498864,0.1721118886967088,0.4193013283173759,0.0065804841911046,0.0078062687731277,0.409787959023714,0.9983310092534902,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.3,0.4484173693476303,0.3143036204230026,300.0,0.4120973892164944,0,241,0.241,412.0973892164944,203.80147649275244,0.0026109205230162,0.1727727378986556,0.4126507690066892,0.0063356880954288,0.0075202194339673,0.4192522020756842,1.0013428374085236,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.424264068712,0.455796276656669,0.3289339116946975,424.264068712,0.4064519959875368,0,335,0.335,406.45199598753686,284.51368085162585,0.0025347150761332,0.1713391098983041,0.4064053137019321,0.0062361978810678,0.0074065652652664,0.4215482064050632,0.9998851468658893,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.6,0.4590101319740189,0.3811007574906618,600.0,0.3938219521556742,0,460,0.46,393.82195215567424,387.8121598041061,0.0025576887514073,0.1697471006023273,0.3937846917249554,0.0064945306817134,0.0077042676691408,0.4310249839379899,0.9999053876237348,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,0.848528137424,0.5308146237445062,0.5347399685243595,848.528137424,0.3767031919546453,0,600,0.6,376.7031919546454,518.8568397783823,0.0030890624003997,0.1690314326414614,0.3725284212685761,0.008200255443473,0.0096569956927538,0.4487125043044833,0.9889176126583714,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,10,3605303106,1.2,0.7369701728968083,0.8953500929491406,1200.0,0.3485588726475733,0,766,0.766,348.55887264757337,668.1698379357003,0.004360664917692,0.167733869864502,0.3382791585273499,0.0125105549159299,0.0144975758223964,0.4812210591296499,0.9705079545324984,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.081,0.2513852237366683,0.2659895643686557,81.0,0.3420858427242868,0,57,0.057,342.0858427242868,46.37216596418036,0.0015080378292703,0.1368341869982284,0.3517118177570376,0.0044083608291435,0.0052848727570683,0.3999995612461331,1.0281390628623852,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.106066017178,0.3059856072901992,0.2811112866217409,106.066017178,0.3589395051399789,0,81,0.081,358.9395051399789,65.03451074762876,0.0015389208740944,0.1404588486120144,0.3669045390813829,0.0042874101403085,0.0051510702637243,0.3913162151300077,1.0221904633715304,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.15,0.2459394686011142,0.199907709635039,150.0,0.3714679069671602,0,112,0.112,371.4679069671603,94.33661292694684,0.0018879267641254,0.1420884554142417,0.3772789000904279,0.0050823415124591,0.0060553435605053,0.3825053328948903,1.015643324804857,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.212132034356,0.0934967760519005,0.1225386144894511,212.132034356,0.3756217886479344,0,161,0.161,375.6217886479344,134.41003373229017,0.0020266665138326,0.1442480328995935,0.3790196424093262,0.0053954977455587,0.0064212863613913,0.3840246685870382,1.0090459442558497,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.3,0.1070301074148902,0.0901678643761051,300.0,0.3828010692904567,0,234,0.234,382.8010692904568,193.6464357821868,0.0021178957794883,0.1485080817678446,0.3830089648661046,0.0055326276476029,0.0065951517229345,0.3879510630498308,1.0005430903733712,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.424264068712,0.0727475048364545,0.0605467153533544,424.264068712,0.3887610550034368,0,331,0.331,388.7610550034368,277.8595171717241,0.0024876277919378,0.1547970636402368,0.385520021733878,0.00639886058524,0.0075937776130881,0.3981804803952606,0.9916631740040676,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.6,0.1742626242479361,0.2293508205797688,600.0,0.3825101599281568,0,450,0.45,382.5101599281568,380.16241902494016,0.0028114628759905,0.1586642841419126,0.3779949095215631,0.007350034510243,0.0086793392834195,0.4147975681788767,0.9881957373172998,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,0.848528137424,0.4576772823468618,0.5232997465816467,848.528137424,0.3704914763333934,0,594,0.594,370.4914763333934,514.1567379746592,0.003676539570113,0.1616394515549241,0.3632906041044716,0.0099234120215081,0.0115666137157139,0.4362838604402059,0.9805640002836612,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,11,1429424934,1.2,0.7974264973872529,0.9723779050820544,1200.0,0.3451564691913336,0,754,0.754,345.15646919133366,663.1511443009646,0.0051151718806453,0.1638085931368931,0.332546078391193,0.0148198638508202,0.0170413669575963,0.4745922726602227,0.9634647125992294,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.081,0.1032607418963849,0.0690631138869369,81.0,0.4060986502712768,0,69,0.069,406.0986502712768,55.258409544978605,0.002617525112499,0.1578257681116281,0.4040968176483487,0.0064455400448894,0.0076201265960931,0.3886389871185225,0.995070575532347,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.106066017178,0.0740111609754619,0.0599184317287473,106.066017178,0.4151639886691191,0,89,0.089,415.1639886691191,74.2763661283577,0.0026082784348468,0.1614739407219871,0.4136584888270933,0.0062825257152195,0.0074359990731326,0.3889401420378972,0.9963737224732522,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.15,0.114897486046531,0.0660910563536023,150.0,0.4184428719352372,0,130,0.13,418.4428719352373,105.1943384871196,0.0024837471884068,0.1633531808138656,0.4180944986097917,0.0059356900427526,0.0070455396774044,0.3903834711256546,0.9991674530770848,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.212132034356,0.1764858204043862,0.1134644073839151,212.132034356,0.4132017932889471,0,170,0.17,413.2017932889471,144.8704766897223,0.0023694610286108,0.160076117900811,0.4145454573726888,0.0057343919293059,0.0068148091988764,0.3874042187151683,1.0032518350732378,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.3,0.1660435913947608,0.1039904598852709,300.0,0.3988174626328132,0,229,0.229,398.81746263281326,195.7934528967845,0.0023984772515078,0.1557679193084716,0.4013668208288849,0.0060139724967762,0.0071271767702112,0.3905744705363753,1.0063922933044154,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.424264068712,0.0911231545777759,0.1201395579224134,424.264068712,0.3885941497876321,0,335,0.335,388.59414978763215,271.5864813392493,0.0024703221188497,0.1563789122648433,0.3905139587909643,0.0063570749075862,0.0075187991019057,0.4024221989710983,1.0049403960517198,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.6,0.2686694197102346,0.318178464638917,600.0,0.3814765597283637,0,438,0.438,381.47655972836367,376.21453864477456,0.0029174787871506,0.1594821134355021,0.3815005687017518,0.0076478585977289,0.0089813091157929,0.4180653027516653,1.0000629369558256,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,0.848528137424,0.6178043824840631,0.6885275381598226,848.528137424,0.3682705091059007,0,607,0.607,368.2705091059007,511.3621790135346,0.0041115870117231,0.1635136657835456,0.3625564757025469,0.0111645839404989,0.0129306335271978,0.4440042353120522,0.9844841407007404,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,12,2437408156,1.2,0.9353544971553598,1.0991401435569912,1200.0,0.3510134933507922,0,781,0.781,351.01349335079226,681.5078526954833,0.005641697093408,0.1701123425395957,0.3374383102490299,0.0160725932201412,0.0184246288954909,0.4846319180373806,0.9613257514058136,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.081,0.3340839703529856,0.4884749982530483,81.0,0.5452301462989612,0,81,0.081,545.2301462989611,69.02546322045875,0.0056659184755105,0.2071943305549248,0.5244269272463079,0.0103917923723971,0.0121720669924996,0.3800126092831922,0.9618450681902566,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.106066017178,0.3522067825137851,0.4542407667638524,106.066017178,0.5108500909642689,0,102,0.102,510.8500909642689,85.78933443175885,0.0048594199914229,0.1922100623444019,0.4929764333597825,0.0095124187650636,0.0111752753183867,0.3762553158825725,0.9650119322270287,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.15,0.2577785323043571,0.3303083721265327,150.0,0.4755748072148062,0,135,0.135,475.57480721480624,113.85764606785322,0.0039625753800355,0.1802726729105503,0.4618896521690437,0.0083321810153112,0.009822393500632,0.3790627051216473,0.9712239697348368,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.212132034356,0.2668638323773442,0.2543511974501766,212.132034356,0.4556716045723011,0,188,0.188,455.6716045723011,157.31873225861167,0.0032744269956712,0.1724389608195146,0.4472683161172475,0.0071859360179896,0.0085014949682858,0.3784281466943017,0.9815584548812492,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.3,0.0395126062226571,0.0546417355479775,300.0,0.4445393616909829,0,260,0.26,444.5393616909829,218.7866318882108,0.002797010483645,0.1731533500053419,0.440010321921183,0.0062919298597215,0.0074684514739769,0.3895118518789517,0.9898118363409444,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.424264068712,0.0765711082067124,0.0713467541765596,424.264068712,0.4251026932503144,0,347,0.347,425.1026932503145,292.9896198904621,0.00280343849728,0.1694631945023588,0.4203003074248767,0.006594732383004,0.0078148276558634,0.3986406042423574,0.9887029983538356,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.6,0.2799378301609589,0.2752312519087868,600.0,0.4052842944558041,0,457,0.457,405.2842944558042,393.3609811037242,0.0031041273221417,0.1686893118229069,0.398153105409683,0.0076591354873738,0.0090334039934194,0.4162246455896216,0.9824044771937276,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,0.848528137424,0.6219439907735143,0.6169517680073145,848.528137424,0.3821419594897747,0,610,0.61,382.1419594897748,522.6148846369042,0.003813241435274,0.1701837423880594,0.3707129656230398,0.0099785991581907,0.0116615721981428,0.4453416803935479,0.9700922822450728,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,13,2569716528,1.2,0.919370388944349,1.0351719389601752,1200.0,0.3525839869003008,0,773,0.773,352.5839869003008,673.1370826964841,0.0056665821847719,0.1685420896991881,0.3346255176551395,0.0160715812268986,0.0183953293922327,0.4780196944872776,0.9490661234985712,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,14,915442270,0.081,0.2973596933353359,0.2304239032026371,81.0,0.4155187357985704,0,70,0.07,415.5187357985705,55.85653209642746,0.0020892558345371,0.1564756362493767,0.4148861133445594,0.0050280664974633,0.006038626830484,0.3765790150199891,0.998477511602948,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,14,915442270,0.106066017178,0.3092642535726142,0.255517157280264,106.066017178,0.4230736597380736,0,92,0.092,423.0736597380736,75.40562518063356,0.0020608952272786,0.1634587276447515,0.4224816310155443,0.0048712444744364,0.0058530851541123,0.3863599727431611,0.9986006485894308,0,0.0
