label,model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise,Mh_to_d,f_hat,f_floor_hit,n_kernel_positive,p_kernel_positive,sum_kernel_weights,kernel_weight_ess,min_g1_hat,median_g1_hat,max_g1_hat,min_D_hat,q01_D_hat,median_D_hat,max_D_hat,n_D_floor_grid,p_D_floor_grid
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.081,1.0130356781447505,1.119154226346469,81.0,0.2812886544141308,0,51,0.051,281.28865441413086,40.3809250361524,0.0164694548794113,0.1239798643331951,0.2612702963311269,0.0585500148013933,0.065696623990195,0.440756718721631,0.9288333966945866,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.106066017178,1.0026392689442147,1.018310172461341,106.066017178,0.3098317170300813,0,70,0.07,309.83171703008134,58.39299131775204,0.0220797601526566,0.13549370176111,0.2889221194740501,0.0712637181380397,0.0794493929958145,0.4373138523708826,0.9325130501277856,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.15,0.8031177464082131,0.876495424939975,150.0,0.3203357271036404,0,101,0.101,320.3357271036404,81.9773544867496,0.0272185104258711,0.1568953310347122,0.2916023467830738,0.0849687004068232,0.0944392638035255,0.4897840539152562,0.9103022925966974,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.212132034356,0.6573207438820174,0.868835996147017,212.132034356,0.323445201284638,0,132,0.132,323.4452012846381,114.66534958229369,0.0264497061873184,0.1747451904501482,0.2867521725263989,0.0817749222504069,0.091158139281693,0.5402621209283889,0.8865556557571291,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.3,0.5572198166212602,0.5970955551668149,300.0,0.3217542726664159,0,193,0.193,321.7542726664159,161.2488766414888,0.0476563666443939,0.1869909023915311,0.280995852086756,0.1481141687706582,0.1608993245178708,0.5811605883021081,0.8733243843449537,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.424264068712,0.3545731244959855,0.4338778376234414,424.264068712,0.3206670814967465,0,264,0.264,320.66708149674656,226.1509066425114,0.082537860489498,0.2123976752063958,0.2754595306005292,0.2573942423532971,0.2776177496609546,0.6623619556301441,0.8590202939284992,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.6,0.3628167505191957,0.5117979653681635,600.0,0.308552184545893,0,351,0.351,308.552184545893,302.2092161855964,0.1026073711858681,0.2167713485099432,0.2655330170336579,0.3325446272139639,0.3575345785872743,0.7025435545983032,0.8605773361301982,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,0.848528137424,0.5315883873048066,0.6874362742486675,848.528137424,0.2849967655617529,0,436,0.436,284.9967655617529,385.2298471278624,0.098540952211306,0.2001368269870213,0.2516231981292547,0.3457616510737354,0.3713162430920183,0.7022424503398645,0.8828984344200679,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,1000,49,1144269602,1.2,0.8270167235703201,0.9707449327977348,1200.0,0.2498099931915661,0,518,0.518,249.8099931915661,463.8121827955485,0.1037518997295362,0.1781043276250901,0.2273377752754991,0.4153232559034351,0.4400742912614954,0.7129591788928606,0.9100427583822306,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.0405,0.682487876868206,0.8085634481796734,81.0,0.2992388054375239,0,50,0.025,598.477610875048,40.01746331261489,0.0290563417058704,0.1788794084205428,0.2577943326965478,0.0971008478107862,0.1085080907569149,0.5977814547113938,0.8615003402370248,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.053033008589,0.615319932717865,0.7080393255117762,106.066017178,0.3073243932346831,0,68,0.034,614.6487864693663,55.14690986943041,0.0348844336779897,0.1929425161378878,0.2610992374192552,0.1135101360188835,0.126046083447783,0.6278138682943741,0.8495883931343879,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.075,0.462985640816264,0.4409151444614285,150.0,0.3177410385551364,0,99,0.0495,635.4820771102728,81.30705215689451,0.0882987085177552,0.2357104117158611,0.2973915059225455,0.2778951970424592,0.3017390498588811,0.7418318162101656,0.935955604837429,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.106066017178,0.5023890402513154,0.4867531647237772,212.132034356,0.3165886648063817,0,132,0.066,633.1773296127635,112.0276708384011,0.0864098299910247,0.2459383487631479,0.3882124716348416,0.2729403784682908,0.2962727881423694,0.7768387693651575,1.226236169485927,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.15,0.4125572591690079,0.4379948580365311,300.0,0.3102097784586509,0,183,0.0915,620.4195569173019,153.71072585277145,0.0846300186614986,0.2376059600675746,0.4351525017037292,0.2728154447032666,0.2958151208531009,0.7659525152565299,1.4027684873954815,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.212132034356,0.3314574600019604,0.3825419067673717,424.264068712,0.3022928220782663,0,254,0.127,604.5856441565326,211.0753038010476,0.085448410290194,0.2285019212277806,0.4287587414076997,0.2826676786525572,0.3058418267716475,0.7558959543161743,1.41835568062774,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.3,0.2691484123027476,0.3226515982111951,600.0,0.2940070257771053,0,345,0.1725,588.0140515542106,289.5554569802196,0.0906114151898403,0.2228635944104531,0.3928573431701664,0.3081947274910883,0.332276761514477,0.7580213221823209,1.336217534706134,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.424264068712,0.2045236299046788,0.2896296172545237,848.528137424,0.2921206382184025,0,492,0.246,584.2412764368052,411.1480162473373,0.0996424029925365,0.2218472541260951,0.3608573999551565,0.3411001824459914,0.3664281456993203,0.7594371129650623,1.2353026549440964,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.6,0.3656124126323146,0.3749239299036607,1200.0,0.2851772048179237,0,659,0.3295,570.3544096358473,562.5519658541051,0.1089339319282556,0.2149364764341975,0.3172195458461518,0.3819868141207371,0.4039363449856939,0.7536944496367703,1.1123594049134684,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,0.848528137424,0.6712920259067316,0.6055976999151619,1697.056274848,0.2722109060766133,0,861,0.4305,544.4218121532267,749.7055215461243,0.0896343913562785,0.2014837564685485,0.2656292882710125,0.3292828808668345,0.3571295993187106,0.740175180239991,0.9758216233858448,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,0,2396799522,1.2,0.9492058566944488,0.852444808762198,2400.0,0.2447093392447575,0,1021,0.5105,489.4186784895152,921.8703153052858,0.0766477292330879,0.1798056829442364,0.2196820385028047,0.3132194687364389,0.3392544062514156,0.7347724590290168,0.8977264177199196,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.0405,0.4346357859690428,0.5093654101591004,81.0,0.3155240256252231,0,48,0.024,631.0480512504463,41.649407134033446,0.0462415472184707,0.2069073435994729,0.2674679478258354,0.1465547579993038,0.1626407386246619,0.6557578085836031,0.8476943944152501,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.053033008589,0.3877492407288674,0.3706458480113382,106.066017178,0.2995604520344091,0,59,0.0295,599.1209040688183,51.2461029044972,0.0543310265094538,0.2083357373162134,0.2534315424934129,0.1813691565107304,0.2008981920435472,0.6954714345680146,0.8460113502042065,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.075,0.3248424412298694,0.2485194715594505,150.0,0.2972801174054994,0,90,0.045,594.5602348109988,73.84983815395337,0.0665758739376771,0.2146176385394674,0.2850429882554488,0.2239499718942372,0.2474385041704823,0.7219374118004747,0.9588363686853676,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.106066017178,0.1270709691256706,0.1108362592952091,212.132034356,0.2956115185686623,0,122,0.061,591.2230371373247,103.95332104392033,0.0887114569966887,0.2195463728576406,0.3111814919273123,0.3000947237314215,0.314138062240315,0.742685447172946,1.052670387926827,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.15,0.090891732715495,0.0862731456027645,300.0,0.296789415261777,0,185,0.0925,593.578830523554,149.12194230927116,0.0884450919536949,0.2233763285063289,0.3467174680250588,0.298006220591404,0.3223396232715366,0.7526425034710367,1.1682272014965351,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.212132034356,0.1371852080315827,0.1334722311038488,424.264068712,0.3011413320686577,0,250,0.125,602.2826641373154,213.36484213252032,0.0927644912726965,0.2259638112015755,0.3574109013163065,0.3080430395770018,0.3219381509617965,0.7503580117991165,1.186854354601911,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.3,0.1654645718201823,0.1643222720685796,600.0,0.2916159724936893,0,337,0.1685,583.2319449873787,287.21332521685804,0.0904902886805578,0.2182134701143546,0.3400264885592278,0.3103063522438438,0.3253508584868056,0.748290528287427,1.166007765800915,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.424264068712,0.2382695339169387,0.2396212736386128,848.528137424,0.2822916054211034,0,473,0.2365,564.5832108422068,392.4967648574609,0.0956367918185454,0.2119394074705943,0.328897885397886,0.3387872327123613,0.360471432773693,0.7507818277289455,1.165099773006918,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.6,0.4264785097167205,0.4160943638759558,1200.0,0.2757130904310561,0,647,0.3235,551.4261808621122,543.4173036173021,0.0991939234701798,0.2078369173236517,0.3120272383424237,0.3597722665800806,0.3912743606825644,0.753815921466459,1.131709915748263,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,0.848528137424,0.6691662250056856,0.6456513936265694,1697.056274848,0.2620370290007134,0,821,0.4105,524.0740580014269,718.6699248977351,0.0976542713329923,0.1997342791606376,0.2846772417101283,0.3726735557390497,0.4039536458403832,0.76223684844211,1.086400814403041,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,1,3503732972,1.2,0.964688529260536,0.8929626836485743,2400.0,0.2347084021685385,0,985,0.4925,469.416804337077,882.2771553317473,0.0872467610182324,0.1805846191979,0.2388533623827204,0.3717240636131235,0.4018104277295533,0.7693998916503488,1.0176600418897896,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.0405,0.7129430036305733,0.6123049601869428,81.0,0.3989497756074368,0,59,0.0295,797.8995512148737,51.97193781443654,0.0600383597744944,0.2409505889483798,0.3526867905649339,0.1504910227937356,0.1667996340892611,0.6039622119889928,0.8840380722809948,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.053033008589,0.6370813002272594,0.5358647585040724,106.066017178,0.3689871688653874,0,71,0.0355,737.9743377307748,61.794776631012446,0.0636959895030875,0.2336173618526814,0.3223448498234864,0.1726238603335416,0.1908421518357219,0.6331313974169894,0.8735936558842323,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.075,0.4521457135601125,0.392676498232105,150.0,0.3469871915183743,0,97,0.0485,693.9743830367486,83.42763758280034,0.0727236574996202,0.2383394694151377,0.296156487822983,0.2095859999367419,0.2313462043903309,0.6868826148083241,0.8535084148986529,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.106066017178,0.3190302522537656,0.2921199405735235,212.132034356,0.3282009709059029,0,138,0.069,656.4019418118058,113.07527327642536,0.0781802538866601,0.237953483630255,0.3138029306982337,0.238208478393182,0.2631111674430376,0.725023704145219,0.9561304155562744,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.15,0.3495069728931606,0.2502116883365685,300.0,0.3194506403448671,0,187,0.0935,638.9012806897342,156.98811621382276,0.0789166955485094,0.2356813910446636,0.3289281015482075,0.2470387771435171,0.2732002342214655,0.7377709144368305,1.029667998765346,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.212132034356,0.0912800727435454,0.0877326743083074,424.264068712,0.310790841253895,0,255,0.1275,621.58168250779,216.31000104730128,0.0915573518610009,0.2317302925578614,0.3348136281369931,0.2945947554040205,0.308764907637158,0.7456149338987553,1.0772956718614275,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.3,0.1416680242865524,0.2064184730423275,600.0,0.3048748057151542,0,363,0.1815,609.7496114303085,301.8084509105693,0.0983351515209279,0.230622146361578,0.3472554416382914,0.3225427279576616,0.3479397399782067,0.7564486866030159,1.1390099645122318,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.424264068712,0.213289647178263,0.3151705550304732,848.528137424,0.2986615445670462,0,497,0.2485,597.3230891340925,417.0003978035954,0.1089984970470515,0.2271725261157977,0.3474571754246364,0.3649565838985428,0.3915387793678829,0.760635342072973,1.1633810302840517,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.6,0.427592928656102,0.4962837713756566,1200.0,0.2886539063732931,0,663,0.3315,577.3078127465861,566.0230397275076,0.1161636449209211,0.2207084281011264,0.3322942641200018,0.4024322635381068,0.4363748765426571,0.7646126493632198,1.1511857514593,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,0.848528137424,0.6591004259950339,0.7290623863432963,1697.056274848,0.2732521633930178,0,858,0.429,546.5043267860356,748.5278762504737,0.1141678102428477,0.21154179695592,0.3043747699267869,0.417811185189559,0.4516468305707494,0.7741633015057234,1.1138970178582104,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,2,2141779427,1.2,0.8907260608495997,0.9613386248163998,2400.0,0.2441889593473825,0,1017,0.5085,488.3779186947651,916.175694991034,0.114049653799464,0.195112746182587,0.2724349045625827,0.4670549156041788,0.502333689293403,0.7990236196756964,1.11567249105238,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.0405,1.0442262927078771,0.833883723773661,81.0,0.3190654880886858,0,57,0.0285,638.1309761773716,44.15065204970491,0.1020845652384195,0.2604364871164213,0.4507231440973622,0.3199486282579226,0.3439589301277876,0.8162477511326195,1.4126352141604284,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.053033008589,1.0308121162174404,0.8389046278284469,106.066017178,0.3277967038990082,0,68,0.034,655.5934077980164,58.84433243385177,0.1066847378774643,0.2516893832107835,0.4571424222549198,0.3254600690259934,0.3501899618288181,0.7678215803180475,1.394591272021338,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.075,0.9018038251581476,0.7624181609770927,150.0,0.323340783745196,0,94,0.047,646.6815674903921,80.3956697102598,0.1005321754501272,0.2503959166873906,0.4818093247177399,0.3109170896590332,0.3351295351003149,0.7744025167103926,1.490097596526588,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.106066017178,0.7910187555658559,0.6536013384987233,212.132034356,0.3132813523177754,0,125,0.0625,626.5627046355507,108.67308652313152,0.0935328203993834,0.2423454908017499,0.4564571291943954,0.2985585311969315,0.3223586023981199,0.7735713888132354,1.457019786901936,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.15,0.6882312047189088,0.5279584401511256,300.0,0.304080507573162,0,179,0.0895,608.1610151463241,150.09018344439943,0.0890831696003066,0.2331929719687785,0.4079668840696326,0.2929591584520529,0.3168806509363226,0.7668790539382802,1.3416410256796072,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.212132034356,0.5739275851545416,0.4095732426048625,424.264068712,0.2996861376314543,0,253,0.1265,599.3722752629087,209.9797445510913,0.0924454031735874,0.2300464496375057,0.3667509639290737,0.3084740719214521,0.3331981543423872,0.76762459370213,1.2237835451037573,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.3,0.4266975058919491,0.3070117786128336,600.0,0.2963294208856703,0,347,0.1735,592.6588417713407,293.3789929585212,0.0967602731461093,0.2254713598829901,0.3502951368969193,0.3265294173521885,0.3516683791925722,0.7608807765665004,1.1821139320218563,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.424264068712,0.307553201771698,0.2875633145793061,848.528137424,0.2914268556197525,0,488,0.244,582.8537112395052,408.6274454086802,0.1067234935675756,0.2187947279000011,0.3190568737851249,0.3662102222549664,0.3793024689705692,0.7507706434079628,1.0948094440596905,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.6,0.4355710568360804,0.4364095459041537,1200.0,0.2884864231772521,0,683,0.3415,576.9728463545042,573.159627578672,0.1074946499113219,0.2169540137157329,0.3124891137786132,0.3726159752248547,0.4018304285607244,0.7520423710977615,1.0832021498169893,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,0.848528137424,0.6778006726990276,0.6748500455386965,1697.056274848,0.2739753222118256,0,857,0.4285,547.9506444236513,752.0902959472711,0.1066353746192937,0.2076661202047487,0.2855194833815889,0.3892152539813348,0.4182686388945222,0.7579738150437889,1.0421357700269,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,3,830193079,1.2,0.945363464513777,0.9533920018115488,2400.0,0.2439735885254838,0,1019,0.5095,487.9471770509677,914.5865665461392,0.108538672360738,0.189397326861492,0.2464645145080119,0.4448787797757906,0.4741770581882633,0.7763025826121703,1.0102098181921355,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.0405,0.620853910607639,0.5722732678169523,81.0,0.3199944366989701,0,52,0.026,639.9888733979403,43.50330795842325,0.0631936921413524,0.2358162057983879,0.3716930301118419,0.1974837212585698,0.2207836216766644,0.7369384550276679,1.1615609132027085,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.053033008589,0.6259932297312352,0.5697465720994889,106.066017178,0.3232742298419322,0,70,0.035,646.5484596838644,57.73156379380387,0.0635023611457594,0.2388110307576945,0.3744400615634702,0.1964349622820523,0.2196567604322887,0.7387258516537593,1.15827377191976,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.075,0.2714027165421143,0.3066557905532365,150.0,0.3332359920246432,0,101,0.0505,666.4719840492864,84.63049501928309,0.0916370568698484,0.2472316544898307,0.4044807753758948,0.274991474699623,0.2861996800906043,0.7419116194133903,1.2137967838299502,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.106066017178,0.2419002095388525,0.2136794294990626,212.132034356,0.328653428359658,0,134,0.067,657.3068567193161,115.28394316437117,0.0922692775719063,0.2448816312981852,0.4081283303462421,0.280749475313346,0.3038878990085871,0.7451059692893325,1.241819786829096,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.15,0.2454670956454575,0.2008088221821389,300.0,0.3198396135699833,0,193,0.0965,639.6792271399668,158.03195817686606,0.0942721405684941,0.2391579635964182,0.4051514762491844,0.2947481692972552,0.3185280585566487,0.7477434109145727,1.2667332596077383,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.212132034356,0.2064918806557986,0.1852217121673604,424.264068712,0.3129262997333336,0,255,0.1275,625.8525994666672,218.14835882895736,0.0986849355514655,0.234469939781641,0.3853045344447389,0.3153615903666833,0.3385181202800019,0.7492816678606087,1.2312948281211384,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.3,0.1814282102848368,0.1993590424696758,600.0,0.2969756143602163,0,344,0.172,593.9512287204327,289.2000532496754,0.0918857926288783,0.2212000030729454,0.3358980409868949,0.3094051773470718,0.3385722540548431,0.7448423115462978,1.1310627026078566,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.424264068712,0.3145929380721501,0.3021092682774711,848.528137424,0.2897240010102823,0,487,0.2435,579.4480020205647,403.7583228185536,0.0939973430397818,0.2164590111224381,0.322925782436963,0.3244375430133792,0.3542528573748572,0.7471214340808305,1.1145979667231725,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.6,0.4551974277731412,0.4558442742389516,1200.0,0.284968190655252,0,663,0.3315,569.9363813105041,562.8384116746236,0.106131915247044,0.2160733577532301,0.3266643624258525,0.3724342531108672,0.4045967633145519,0.7582367605885906,1.1463186879725942,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,0.848528137424,0.6815375620729962,0.6810488138313547,1697.056274848,0.2676135845300685,0,828,0.414,535.2271690601372,729.768718669483,0.1053647986786879,0.2059419493055225,0.2960387938118856,0.3937199184552208,0.4261091461009458,0.7695496836125046,1.1062173631123098,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,4,104832471,1.2,0.8943881952600774,0.8928352873675985,2400.0,0.2357187272060867,0,980,0.49,471.4374544121735,878.1411409218977,0.1015987313917182,0.1855773400214381,0.2594612709902451,0.4310167995387631,0.4645128699881861,0.7872829716206196,1.1007240454145186,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.0405,0.3345347814976351,0.2881544825588064,81.0,0.3362098126976303,0,51,0.0255,672.4196253952606,43.399964807183466,0.0769230753868893,0.246704214012561,0.3518716865778543,0.2287948551224172,0.2529063265477977,0.7337805283941372,1.0465836310801242,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.053033008589,0.3662265431074258,0.3064387730828815,106.066017178,0.3377224910877197,0,74,0.037,675.4449821754395,59.28992159511818,0.0813934368528831,0.2495207643053144,0.3726222088433634,0.2410068591841046,0.266734123553386,0.7388337196663166,1.1033384470286252,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.075,0.1668313104368608,0.1828909097785428,150.0,0.339262007915635,0,98,0.049,678.52401583127,84.3908524309685,0.0980100657321021,0.2530165299622523,0.3823791679414249,0.2888919579715346,0.3172178036440143,0.7457850394647503,1.1270910358949238,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.106066017178,0.1145603990967064,0.1191067752777688,212.132034356,0.3224341865580367,0,130,0.065,644.8683731160734,111.28679775966192,0.1014751556099325,0.2428271097789337,0.3703690598938973,0.314715870215789,0.3373041169077659,0.7531059667434674,1.1486656047473198,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.15,0.1380893883629197,0.1165309729169237,300.0,0.3086002372467766,0,183,0.0915,617.2004744935532,151.10684333797315,0.0922553423562511,0.2327685155801605,0.3711907266381475,0.2989477363313816,0.3236081981699516,0.7542719916771283,1.202820613327395,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.212132034356,0.1787762702253337,0.1650225604468913,424.264068712,0.3049572590907656,0,251,0.1255,609.9145181815313,213.5014995803037,0.0927561530702073,0.2305676733333157,0.3841246690735471,0.3041611580152614,0.3287012001957346,0.7560655352843756,1.2596016576841629,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.3,0.1775545014084977,0.2159838214895702,600.0,0.2994619506095622,0,353,0.1765,598.9239012191246,297.08966104474325,0.0989438516794161,0.2269074618949059,0.3745657576355849,0.3304054203814993,0.3554586515018534,0.7577171705220985,1.2507958252230271,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.424264068712,0.2431272104653725,0.2676221787574875,848.528137424,0.2897215305749078,0,472,0.236,579.4430611498155,402.09478882500775,0.1051682847333439,0.2192520968452576,0.3440582176214097,0.3629978225113393,0.3759158311540065,0.7567683920838939,1.1875479773238775,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.6,0.4214937025737175,0.4165792302927898,1200.0,0.2803558792665801,0,654,0.327,560.7117585331603,550.8166698805261,0.0990529523329166,0.2112086072697165,0.3095335623629775,0.3533114860727812,0.3849884206472291,0.7533589372987108,1.104073733615743,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,0.848528137424,0.6696064902005217,0.6317364595834906,1697.056274848,0.2661955791262287,0,839,0.4195,532.3911582524574,730.4951159230291,0.0900811786779844,0.2005407495410496,0.275932495133478,0.3384022340779308,0.3685229742539967,0.7533586778537525,1.0365780530210538,0,0.0
MM1,mm_1d,mm_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,2000,5,556065447,1.2,0.94694576645456,0.8643520302806202,2400.0,0.23785239673944,0,984,0.492,475.70479347888,892.2431635279066,0.0843791652204331,0.1821117114466268,0.2390064831573835,0.3547543198098099,0.3845903245224396,0.7656501004113261,1.0048521117876636,0,0.0
